0,0 149,0
0,1 149,1
0,2 149,2
0,3 149,3
0,4 149,4
0,5 149,5
0,6 149,6
0,7 149,7
0,8 149,8
0,9 149,9
0,10 149,10
0,11 149,11
0,12 149,12
0,13 149,13
0,14 149,14
0,15 149,15
0,16 149,16
0,17 149,17
0,18 149,18
0,19 149,19
0,20 149,20
0,21 149,21
0,22 149,22
0,23 149,23
0,24 149,24
0,25 149,25
0,26 149,26
0,27 149,27
0,28 149,28
0,29 149,29
0,30 149,30
0,31 149,31
0,32 149,32
0,33 149,33
0,34 149,34
0,35 149,35
0,36 149,36
0,37 149,37
0,38 149,38
0,39 149,39
0,40 149,40
0,41 149,41
0,42 149,42
0,43 149,43
0,44 149,44
0,45 149,45
0,46 149,46
0,47 149,47
0,48 149,48
0,49 149,49
0,50 149,50
0,51 149,51
0,52 149,52
0,53 149,53
0,54 149,54
0,55 149,55
0,56 149,56
0,57 149,57
0,58 149,58
0,59 149,59
0,60 149,60
0,61 149,61
0,62 149,62
0,63 149,63
0,64 149,64
0,65 149,65
0,66 149,66
0,67 149,67
0,68 149,68
0,69 149,69
0,70 66,70
72,70 149,70
0,71 149,71
0,72 149,72
0,73 149,73
0,74 149,74
0,75 149,75
0,76 149,76
0,77 149,77
0,78 149,78
0,79 149,79
0,80 149,80
0,81 149,81
0,82 149,82
0,83 149,83
0,84 149,84
0,85 149,85
0,86 149,86
0,87 149,87
0,88 149,88
0,89 149,89
0,90 149,90
0,91 149,91
0,92 149,92
0,93 149,93
0,94 149,94
0,95 149,95
0,96 149,96
0,97 149,97
0,98 149,98
0,99 149,99
0,100 149,100
0,101 149,101
0,102 149,102
0,103 149,103
0,104 149,104
0,105 149,105
0,106 149,106
0,107 149,107
0,108 149,108
0,109 149,109
0,110 149,110
0,111 149,111
0,112 149,112
0,113 149,113
0,114 149,114
0,115 149,115
0,116 149,116
0,117 149,117
0,118 149,118
0,119 149,119
0,120 149,120
0,121 149,121
0,122 149,122
0,123 149,123
0,124 149,124
0,125 149,125
0,126 149,126
0,127 149,127
0,128 149,128
0,129 149,129
0,130 149,130
0,131 149,131
0,132 149,132
0,133 149,133
0,134 149,134
0,135 149,135
0,136 149,136
0,137 149,137
0,138 149,138
0,139 149,139
0,140 149,140
0,141 149,141
0,142 149,142
0,143 149,143
0,144 149,144
0,145 149,145
0,146 149,146
0,147 149,147
0,148 149,148
0,149 149,149
0,0 0,149
1,0 1,149
2,0 2,149
3,0 3,149
4,0 4,149
5,0 5,149
6,0 6,149
7,0 7,149
8,0 8,149
9,0 9,149
10,0 10,149
11,0 11,149
12,0 12,149
13,0 13,149
14,0 14,149
15,0 15,149
16,0 16,149
17,0 17,149
18,0 18,149
19,0 19,149
20,0 20,149
21,0 21,149
22,0 22,149
23,0 23,149
24,0 24,149
25,0 25,149
26,0 26,149
27,0 27,149
28,0 28,149
29,0 29,149
30,0 30,149
31,0 31,149
32,0 32,149
33,0 33,149
34,0 34,149
35,0 35,149
36,0 36,149
37,0 37,149
38,0 38,149
39,0 39,149
40,0 40,149
41,0 41,149
42,0 42,149
43,0 43,149
44,0 44,149
45,0 45,149
46,0 46,149
47,0 47,149
48,0 48,149
49,0 49,149
50,0 50,149
51,0 51,149
52,0 52,149
53,0 53,149
54,0 54,149
55,0 55,149
56,0 56,149
57,0 57,149
58,0 58,149
59,0 59,149
60,0 60,149
61,0 61,149
62,0 62,149
63,0 63,149
64,0 64,149
65,0 65,149
66,0 66,149
67,0 67,69
67,71 67,149
68,0 68,69
68,71 68,149
69,0 69,69
69,71 69,149
70,0 70,69
70,71 70,149
71,0 71,69
71,71 71,149
72,0 72,149
73,0 73,149
74,0 74,149
75,0 75,149
76,0 76,149
77,0 77,149
78,0 78,149
79,0 79,149
80,0 80,149
81,0 81,149
82,0 82,149
83,0 83,149
84,0 84,149
85,0 85,149
86,0 86,149
87,0 87,149
88,0 88,149
89,0 89,149
90,0 90,149
91,0 91,149
92,0 92,149
93,0 93,149
94,0 94,149
95,0 95,149
96,0 96,149
97,0 97,149
98,0 98,149
99,0 99,149
100,0 100,149
101,0 101,149
102,0 102,149
103,0 103,149
104,0 104,149
105,0 105,149
106,0 106,149
107,0 107,149
108,0 108,149
109,0 109,149
110,0 110,149
111,0 111,149
112,0 112,149
113,0 113,149
114,0 114,149
115,0 115,149
116,0 116,149
117,0 117,149
118,0 118,149
119,0 119,149
120,0 120,149
121,0 121,149
122,0 122,149
123,0 123,149
124,0 124,149
125,0 125,149
126,0 126,149
127,0 127,149
128,0 128,149
129,0 129,149
130,0 130,149
131,0 131,149
132,0 132,149
133,0 133,149
134,0 134,149
135,0 135,149
136,0 136,149
137,0 137,149
138,0 138,149
139,0 139,149
140,0 140,149
141,0 141,149
142,0 142,149
143,0 143,149
144,0 144,149
145,0 145,149
146,0 146,149
147,0 147,149
148,0 148,149
149,0 149,149
