66,9
67,9
68,9
69,9
70,9
71,9
72,9
73,9
74,9
75,9
76,9
77,9
78,9
79,9
80,9
81,9
82,9
83,9
84,9
85,9
86,9
87,9
88,9
89,9
90,9
91,9
92,9
93,9
94,9
95,9
138,9
139,9
140,9
66,10
67,10
68,10
69,10
70,10
71,10
72,10
73,10
74,10
75,10
76,10
77,10
78,10
79,10
80,10
81,10
82,10
83,10
84,10
85,10
86,10
87,10
88,10
89,10
90,10
91,10
92,10
93,10
94,10
95,10
138,10
139,10
140,10
66,11
67,11
68,11
69,11
70,11
71,11
72,11
73,11
74,11
75,11
76,11
77,11
78,11
79,11
80,11
81,11
82,11
83,11
84,11
85,11
86,11
87,11
88,11
89,11
90,11
91,11
92,11
93,11
94,11
95,11
138,11
139,11
140,11
66,12
67,12
68,12
93,12
94,12
95,12
105,12
106,12
107,12
108,12
109,12
110,12
111,12
112,12
113,12
114,12
115,12
116,12
117,12
118,12
119,12
120,12
121,12
122,12
123,12
124,12
125,12
126,12
127,12
128,12
138,12
139,12
140,12
66,13
67,13
68,13
93,13
94,13
95,13
105,13
106,13
107,13
108,13
109,13
110,13
111,13
112,13
113,13
114,13
115,13
116,13
117,13
118,13
119,13
120,13
121,13
122,13
123,13
124,13
125,13
126,13
127,13
128,13
138,13
139,13
140,13
66,14
67,14
68,14
93,14
94,14
95,14
105,14
106,14
107,14
108,14
109,14
110,14
111,14
112,14
113,14
114,14
115,14
116,14
117,14
118,14
119,14
120,14
121,14
122,14
123,14
124,14
125,14
126,14
127,14
128,14
138,14
139,14
140,14
66,15
67,15
68,15
93,15
94,15
95,15
105,15
106,15
107,15
126,15
127,15
128,15
138,15
139,15
140,15
66,16
67,16
68,16
93,16
94,16
95,16
105,16
106,16
107,16
126,16
127,16
128,16
138,16
139,16
140,16
66,17
67,17
68,17
93,17
94,17
95,17
105,17
106,17
107,17
126,17
127,17
128,17
138,17
139,17
140,17
24,18
25,18
26,18
27,18
28,18
29,18
30,18
31,18
32,18
33,18
34,18
35,18
36,18
37,18
38,18
39,18
40,18
41,18
42,18
43,18
44,18
45,18
46,18
47,18
48,18
49,18
50,18
51,18
52,18
53,18
54,18
55,18
56,18
66,18
67,18
68,18
93,18
94,18
95,18
105,18
106,18
107,18
126,18
127,18
128,18
138,18
139,18
140,18
24,19
25,19
26,19
27,19
28,19
29,19
30,19
31,19
32,19
33,19
34,19
35,19
36,19
37,19
38,19
39,19
40,19
41,19
42,19
43,19
44,19
45,19
46,19
47,19
48,19
49,19
50,19
51,19
52,19
53,19
54,19
55,19
56,19
66,19
67,19
68,19
93,19
94,19
95,19
105,19
106,19
107,19
126,19
127,19
128,19
138,19
139,19
140,19
24,20
25,20
26,20
27,20
28,20
29,20
30,20
31,20
32,20
33,20
34,20
35,20
36,20
37,20
38,20
39,20
40,20
41,20
42,20
43,20
44,20
45,20
46,20
47,20
48,20
49,20
50,20
51,20
52,20
53,20
54,20
55,20
56,20
66,20
67,20
68,20
93,20
94,20
95,20
105,20
106,20
107,20
126,20
127,20
128,20
138,20
139,20
140,20
24,21
25,21
26,21
54,21
55,21
56,21
66,21
67,21
68,21
93,21
94,21
95,21
105,21
106,21
107,21
126,21
127,21
128,21
138,21
139,21
140,21
24,22
25,22
26,22
54,22
55,22
56,22
66,22
67,22
68,22
93,22
94,22
95,22
105,22
106,22
107,22
126,22
127,22
128,22
138,22
139,22
140,22
24,23
25,23
26,23
54,23
55,23
56,23
66,23
67,23
68,23
93,23
94,23
95,23
105,23
106,23
107,23
126,23
127,23
128,23
138,23
139,23
140,23
24,24
25,24
26,24
54,24
55,24
56,24
66,24
67,24
68,24
93,24
94,24
95,24
105,24
106,24
107,24
126,24
127,24
128,24
138,24
139,24
140,24
24,25
25,25
26,25
54,25
55,25
56,25
66,25
67,25
68,25
93,25
94,25
95,25
105,25
106,25
107,25
126,25
127,25
128,25
138,25
139,25
140,25
24,26
25,26
26,26
54,26
55,26
56,26
66,26
67,26
68,26
93,26
94,26
95,26
105,26
106,26
107,26
126,26
127,26
128,26
138,26
139,26
140,26
24,27
25,27
26,27
27,27
28,27
29,27
30,27
31,27
32,27
33,27
34,27
35,27
36,27
37,27
38,27
54,27
55,27
56,27
66,27
67,27
68,27
69,27
70,27
71,27
72,27
73,27
74,27
75,27
76,27
77,27
78,27
79,27
80,27
93,27
94,27
95,27
105,27
106,27
107,27
126,27
127,27
128,27
138,27
139,27
140,27
24,28
25,28
26,28
27,28
28,28
29,28
30,28
31,28
32,28
33,28
34,28
35,28
36,28
37,28
38,28
54,28
55,28
56,28
66,28
67,28
68,28
69,28
70,28
71,28
72,28
73,28
74,28
75,28
76,28
77,28
78,28
79,28
80,28
93,28
94,28
95,28
105,28
106,28
107,28
126,28
127,28
128,28
138,28
139,28
140,28
24,29
25,29
26,29
27,29
28,29
29,29
30,29
31,29
32,29
33,29
34,29
35,29
36,29
37,29
38,29
54,29
55,29
56,29
66,29
67,29
68,29
69,29
70,29
71,29
72,29
73,29
74,29
75,29
76,29
77,29
78,29
79,29
80,29
93,29
94,29
95,29
105,29
106,29
107,29
126,29
127,29
128,29
138,29
139,29
140,29
36,30
37,30
38,30
54,30
55,30
56,30
78,30
79,30
80,30
93,30
94,30
95,30
105,30
106,30
107,30
126,30
127,30
128,30
138,30
139,30
140,30
36,31
37,31
38,31
54,31
55,31
56,31
78,31
79,31
80,31
93,31
94,31
95,31
105,31
106,31
107,31
126,31
127,31
128,31
138,31
139,31
140,31
36,32
37,32
38,32
54,32
55,32
56,32
78,32
79,32
80,32
93,32
94,32
95,32
105,32
106,32
107,32
126,32
127,32
128,32
138,32
139,32
140,32
12,33
13,33
14,33
15,33
16,33
